0,well reasoning sunk xbanghead anyways pro choice pro death penalty believe individual responsibility pro choice males well argument ? 
0,appears peddler finally open learning new things !  unless course peddler simply facetious obvious immediate context  
1,well let see business gets taxed buying things capital gains goes means sell small retail location make modest profit almost gets wiped obama redistribution wealth meanswhy bother expanding make enough money screw jobs worth care since government care keeping money help poor people enjoy spam christmas dinner emoticonxdonno 
0,consider county like rosa parks ? ? ? 
0,said support denying mental illness rights hardly beside point whose authority one denied rights mental illness ? said government ? one wants appeal ? would turn ? 
0,well convenience debatable word convenient let great number people africa die want tv electricity holiday whilst far less convenient someone carry child actually phsyically suffer whilst get latest modern western luxuries abortion means birth control good idea though 
0,clinton gave access b c known prevent pregnancies bush reduced access b c  including e c  primary reason aborting money americans less well bush 
1,indeed cobb county georgia sticker found unconstitutional federal court problem religiously motivated placed biology texts say anything true teachers already teaching actually accurate sticker found unconstitutional violated second prong lemon test suspect know anyway th circuit reversed 
0,saying rationale behind vast conspiracy executed people allegedly believe hell send people hell ? pretty self refuting th er think ? 
0,well excuuuuse screwed post nice day  
1,? beyond comprehend ! emoticon xgood see reason wallow mud beyond proving point emoticon rolleyes 
0,doctor would gain something exploitation gain ? see offer someone something free might really want afford called charity suggest women need someone else thinking called misogyny clear ? 
0,sorry say hell gives flaming turd freud thought ? coke head quack pulled bunch bunk butt called psychotherapy 
1,radiocarbon nevr used millions years used measure human developments suggest read radiometric dating process determining age rocks decay radioactive elements widespread use half century forty techniques using different radioactive element different way measuring become increasingly clear radiometric dating techniques agree whole present coherent picture earth created long time ago evidence comes complete agreement radiometric dates dating methods counting tree rings glacier ice core layers many christians led distrust radiometric dating completely unaware great number laboratory measurements shown methods consistent many also unaware bible believing christians among actively involved radiometric dating paper describes relatively simple terms number dating techniques work accurately half lives radioactive elements rock dates known dates checked one another process paper refutes number misconceptions prevalent among christians today paper available web via american scientific affiliation related sites promote greater understanding wisdom issue particularly within christian community 
1,something man made right right humans deserve comes directly god example life liberty property understand many people health insurance sucks everyone knows right good goods purchased competitive market priced based law supply demand well capitalist society expensive good everyone fortunate enough way goes ways fix ways make cost less everyone going get matter hard try unless god makes right one 
0,george bush majority votes  first majority winner years  election highest turnout us history  million voters  senate minority leader defeated nobody democrats lost least seats house senate something never happens presidential election year gave republican majority branches congress even control liberal ballot initiatives went flames huge margins liberalism dead icu heart lung machine 
1,well heard big concern la amoing gang circles drive becoming cowardice movment bloods crips lead charges bayonet 
1,well could rephrase question person stop existing physically ? 
0,irrational emotional appeals seldom hold face logic 
1,know little evolution think half ape thing stems misconception people evolution means humans decended apes ancestor would half man half ape instead believe biologists think apes humans share common ancestor evolutionary paths diververged long ago please anyone feel free argue correct since said means expert evolution 
0,believe jesus role model human race believe powerful idea believe dude beard running around israel healing blind preaching god sense believe jesus literal person ancient world fable like harry potter today 
0,would rather grown woman mother even died pain rather week old foetus feel pain ? 
0,know considering little ray knows science think could write creationist load take xxxxxx money ? 
1,given last paragraph clear agree also aware theories imply kind extratemporal phenomena speculations  anything  may happened big bang anything  eg previous big crunch  outside time time inaccessible us terms observation 
0,know know agree sad people take advantage concealed carry help prevent many deaths needs change along education people defend 
1,description differ materialism one bloody jot unless intend admit supernatural hypotheses untestable empirically version science admit non physical non material expalations tis science ore even science pseudscience superstition worse 
1,! conception person human living things belong species foetus living thing reason foetus must belong species species human fingernail dead considered living human develop human sperm half chromosomes human unique human key element cut nail dna nail replicated living persons nail foetus destroyed replicated unique dna destroyed never see earth individual gone forever howver man nail clipped still alive 
1,still proves nothing regards climate change global warming people seem think global warming fact would stop snowing ? 
1,leaving aside moment false construct arguing read pseudo problem creation physical cosmology adolf grünbaum http www infidels org library modern adolf grunbaum problem html bondi sees 
0,problem hunting weapons speaking working debate skills maybe could refrain opening lines like one used one screaming anything simply want introduce emotion none required side routinely loses cool 
1,actually remember take bets aig would able find enough stupid people would buy ignorant scientifically illiterate tripe recall actually aware stupid creationists bet would able besides called peer reviewed magazine want pretend science 
0,trying help proves right well makes first time huh ?  sarge first ! ! 
0,think scientists work religion religion place science class 
0,evolution cant considered mythical tale ? tale soup turned human evidence major links story work ! 
0,sp hello hope well god difficult define one would expect finite define clearly completely infinite god however person god defined definie identify various methods like dislike go god done well bible mades statements things likes dislikes  ten commandments instance  tells  creator instance loves mercy grace  tells us  god otherwords exists outside time  things naturally tell finite take life time getting know true person completely define closest dearest friend impossible people infinitely complex know friend none less true god well heard talk god forum quite sometime god defined ask impossibly broad question sglaine seems imply theists hamper illogic comes defining god eventually say know know right assume able define god completely accurately illogical 
1,juvenile crimes would otherwise death penalty eligible treated case case basis ? theory variable neurophysiological development could suppose individuals fully developed moral understanding also individuals 
1,many atheists encountered call god human effort wish fullfillment seeking god salvation jesus christ illusion many folks quoting freud whether know ha ! end theist ! 
1,relationship man woman would asking marriage redefined remember part defines marriage man woman 
1,yes happened mutation mean sort ? assume looking something depth genetic sort afraid rattle difference sequences want want ask specific question 
1,sarah brady straw purchaser knowingly broke law buying gun somebody else instead letting go nics check system knows else done supplied guns 
0,fear jp ? would discipline ? case far guess one voted way god folks see god smiling xxxxx skipping around throwing little flowers make wrong choices sink deeper sin try cover blanket self righteousness 
1,actually already tried see previous posts city council rejected ballot initiative petitions fortunatly people half city council election year expect see new faces council 
1,may missed context thread referred point made unlikeliness presidential signature stop senator obama voting favor required iraq troop withdraw timetable promised veto threat matter instance standing principle well would apply newfound views disfavoring doma well view 
1,ah thanks correction although really many ways state method last time checked believed observation part hypothesis process could wrong 
1,best knowledge permits private ownership firearms believe right like nd ammendment look closely waxy 
0,imo beside point problem judicial fiat way get things done despite people sure people may still oppose gay marriage even done legislatively opposed judicially least chance opportunity judicial means people feel say whatsoever something feel important think really something concern gay marriage slipped via judicial fiat course feel say problem idea judicial fiat 
0,well apparently admitting correct know sure god know bring side debate argument purely logic philosophy consider second wrong abortion really killing thousands thousands people abortion woman right ? course one right take life sake convenience  talking aborting mother life stake clear cut convenience  commit logical fallacy assuming women right assume people killed provide zero hard evidence case risking thousands thousands lives based hope 
1,non specific nonsense comment relevant discussion gone ? ever claimed body parts made placing one gene top another suspect remark direct result ignorance topic 
1,tell link religious nut thinks new testament first written aremic despite tons evidence contrary anything refuting scientific theory evolution ? 
1,actually evolution occurs level population individuals change populations see examples 
0,view sacred presents greater potential harm people sometimes take disposable view things consider unimportant view humanity sacred helps protect humanity 
0,know carbon dating accurate ? would bet life ? 
1,latter exactly  especially u  propose science truth 
0,oh god ! ! ! realized blame ! letter editor printed sunday newspaper sunday night storms started hitting south ! coincidence god lifted protecting hand letter seriously people ran today told saw two people work one said read without saying felt went bit farther say really offend think comment indicates felt way people would respond would negatively person dentist happened appointment today starting talking great length hugh ross gerald shroeder personal faith jesus science get along fine listened minutes saying things argue position pointed people really accept evolution true earth billions years old already said accepted 
0,wait second reason genetic instability baby miscarries ? standards would deemed suicide check another way insurance companies save money pay ensuing dnc follow visits suicide covered insurance dang debt eyebrows wife extremely emotional miscarriages thank god symbiote joking 
1,evidence god atheism curse ! agnosticism intellectually honest position next proved freud even called atheists show late life theists ! ! ! psalm heaven declare glory god fool heart says god wake smell coffee ! ! ! 
0,foolishly looking forward going see anything besides standard baloney silly  yes still alive incredibly busy really hardly time even check  
1,number us available readily europe much longer number abortions us increased became legal since decreasing 
1,convinced fund people turn heads china otherwise agreement editorial great president feel good american intend agree everything either 
1,mean planets stars always existed ? really come see stars made nurseries via hubble telescope 
0,thought easy gun laws u made mexico cities shooting gallery ? l less c ? amid drug war mexico less deadly decade ago 
1,may want give quick reminder bible written human beings supernatural entity jesus unlikely jesus god anything bible since bible righteous preaches much hate people truely believe good world followers god would even glance year old abomination 
1,first glance statute seems merely track expired federal aw ban would watch see supporters selling reality far restrictive expired federal ban ! ’ know sold merely “ common sense state enactment old federal ban expired longer protects us ” argument fraudulent old federal ban far less restrictive defined aw  addition firearms deemed automatically aw  cosmetic features new statute says needs cosmetic feature significant difference allows proposed law capture many firearms old federal ban looks like old federal ban definitions used template new statute whoever wrote decided change offending cosmetic feature knowing full well would ban far firearms would let legislator know difference comparison aw definitions old federal aw ban u c § listing terms defined firearms offenses portion code defines federally banned aw follows   term semiautomatic assault weapon means   firearms copies duplicates firearms caliber known   norinco mitchell poly technologies avtomat kalashnikovs  models   ii  action arms israeli military industries uzi galil  iii  beretta ar  sc   iv  colt ar  v  fabrique national fn fal fn lar fnc  vi  swd  vii  steyr aug  viii  intratec tec tec dc tec  ix  revolving cylinder shotguns  similar  street sweeper striker  b  semiautomatic rifle ability accept detachable magazine least   folding telescoping stock  ii  pistol grip protrudes conspicuously beneath action weapon  iii  bayonet mount  iv  flash suppressor threaded barrel designed accommodate flash suppressor  v  grenade launcher  c  semiautomatic pistol ability accept detachable magazine least   ammunition magazine attaches pistol outside pistol grip  ii  threaded barrel capable accepting barrel extender flash suppressor forward handgrip silencer  iii  shroud attached partially completely encircles barrel permits shooter hold firearm nontrigger hand without burned  iv  manufactured weight ounces pistol unloaded  v  semiautomatic version automatic firearm   semiautomatic shotgun least   folding telescoping stock  ii  pistol grip protrudes conspicuously beneath action weapon  iii  fixed magazine capacity excess rounds  iv  ability accept detachable magazine   person licensed importer licensed manufacturer licensed dealer licensed collector transport interstate foreign commerce destructive device machinegun  defined section internal revenue code  tie nfa tax ban machine guns note way definitions still exist us code repealed expired expired portion another statute made crime possess weapons reference statute u c § lists several acts committed firearms considered crimes aw ban added following language since expired still exists code  v    shall unlawful person manufacture transfer possess semiautomatic assault weapon   paragraph   shall apply possession transfer semiautomatic assault weapon otherwise lawfully possessed federal law date enactment subsection   paragraph   shall apply   firearms replicas duplicates firearms specified appendix section firearms manufactured october  b  firearm   manually operated bolt pump lever slide action  ii  rendered permanently inoperable  iii  antique firearm  c  semiautomatic rifle accept detachable magazine holds rounds ammunition   semiautomatic shotgun hold rounds ammunition fixed detachable magazine fact firearm listed appendix shall construed mean paragraph   applies firearm firearm exempted subsection may deleted appendix long subsection effect   paragraph   shall apply   manufacture transfer possession united states department agency united states state department agency political subdivision state transfer possession law enforcement officer employed entity purposes law enforcement  whether duty   b  transfer licensee title atomic energy act purposes establishing maintaining site physical protection system security organization required federal law possession employee contractor licensee site purposes site purposes licensee authorized training transportation nuclear materials  c  possession individual retired service law enforcement agency otherwise prohibited receiving firearm semiautomatic assault weapon transferred individual agency upon retirement   manufacture transfer possession semiautomatic assault weapon licensed manufacturer licensed importer purposes testing experimentation authorized secretary  w    except provided paragraph   shall unlawful person transfer possess large capacity ammunition feeding device   paragraph   shall apply possession transfer large capacity ammunition feeding device otherwise lawfully possessed date enactment subsection   subsection shall apply   manufacture transfer possession united states department agency united states state department agency political subdivision state transfer possession law enforcement officer employed entity purposes law enforcement  whether duty   b  transfer licensee title atomic energy act purposes establishing maintaining site physical protection system security organization required federal law possession employee contractor licensee site purposes site purposes licensee authorized training transportation nuclear materials  c  possession individual retired service law enforcement agency otherwise prohibited receiving ammunition large capacity ammunition feeding device transferred individual agency upon retirement   manufacture transfer possession large capacity ammunition feeding device licensed manufacturer licensed importer purposes testing experimentation authorized secretary   person charged violating paragraph   asserts paragraph   apply person paragraph     government shall burden proof show paragraph   applies person lack serial number described section   title shall presumption large capacity ammunition feeding device subject prohibition possession paragraph   
0,thing jpsartre point anything inaccurate see mundane complaint posting something like quite frankly christianity insists trying tell government perform marriages think street cut ways government able input religion performs marriages jpsartre reply reflective anti gay christians seeking discrimination gays going try pretend real victims bash school thought 
1,ss  shows non physical creates physical chemist nope epigenetic effects physical demoonstrably wrong predator placed near organism commences process change results inheritance new traits ? 
1,argument seems gun crime rising despite strict gun laws england statistics show rise fall gun crime year ending march provisional figures show reduction use handguns reduction robberies involving firearms reduction serious injuries firearms offences despite figures number overall offences involving firearms increasing year since crime involving imitation weapons compared previous year  source crime england wales  also concern rise number young people carrying real imitation firearms attempt boost image mistaken idea self protection http www homeoffice gov uk crime v ime gun crime addition rise gun crime may mostly due big rise number replica air guns used crime imitation weapons used offences increase half   ball bearing  bb  guns easy purchase often look like real weapons anti firearms campaigners would like see much tighter controls types weapons including outright ban production sale possession bb guns airguns replica guns police say replica firearms used estimated robberies four five firearms offences nearly three quarters   firearms seized metropolitan police service operation trident set tackle gun crime within london ’ black communities replicas air guns starter pistols http www crimeinfo org uk servlet ory factsheets 
1,explains archangel http www landoverbaptist org news flyingdinos html understand marsupials monotremes either suvived flood taken ark got back miles australia across 
0,concealed handgun liscense irrevelant point states allow residents guns one way another gun grabbers really dense enough think maniac wont go killing spree unless get concealed handgun licsense first ? maniac think hope get licsense kill bunch people 
1,man seemed thing prostitutes believe felt god given destiny punish cybererratus interesting persona manifests number interesting character traits believe likes women much fact rather concerned cybererratus feels women andrea yates certifiably insane killing children nothing post partum depression punished serving life prison mr ridgway also find comparisons cybererratus makes morally troubling 
1,bad person live long enough reproduce evolution wasteful process self correcting certain extent plus bad mutations life threatening 
1,since ? post news article someone says pedophilia legalized means agree ? thought discussion board means know discuss things said aig article agree would argument retract false statement quoted reasoning ? 
1,creation theory definitely science science based assumptions extrapolations perhaps take science course science based observation hypothesis prediction testing 
0,excellent point government gave civil unions everyone  heteros gays alike  churches got religious side civil unons would excellent unfortunately opposing gay marriage would never agree thing 
0,well could good mother know mother certain want baby went abortion late pregnancy one going give himup fpr adoption soon born loved bear give know great mum good mother mainly depends like child birth 
1,reasoning highly speculative even standards doubt human body manifestation energy electrical saying hi creating sound energy kinetic energy jaw muscles lung vocal cords converted chemical energy stored food ate proving energy occurs human body address question life life form energy must either constant times  ie created destroyed  converted one form another 
0,statement almost defines pathetic anyone requires gov validate call family love share life really needs get priorities sorted 
1,laws restricting ownership weapon unconstitional saying private citizens able nuclear biological weapons according second amendment ? 
1,means evolution works genetic change future generations inherit adaptation thing changes individual genes example parents volunteered part scientific experiment two additional arms fused onto body ever conceived would born two extra arms hand genetic mutation made advantageous two additional arms parents mutation would born arms 
1,term use utterly meaningless could applied cell sell remnant human origin 
0,omg brady betrayed people ? thought people people emoticon rolleyes 
0,let ask believe life begins conception imagine would think killing fertilized eggs worse killing jews ? 
1,claim supported least look landmark abortion case roe v wade find women seeking abortions punished people procured abortion would abortion made illegal prove need look recent abortion regulatory statute partial birth abortion ban act needless say far less doctors perform abortions women seek problem executing abortion law prior likewise problem executing abortion law abortion made illegal 
1,base definition kind mere appearances ? mean going put things categories call category kind common appearances penguin kind hummingbird lobster kind oyster ? obviously lobster shrimp would kind could dolphin manatee kind ? evolve common ancestor kind ? since apes look act much like humans evolve humans ? appearances must kind 
0,! like think ! mean like us  twisted sense patriotism b  central politics compared america right spectrum shift 
0,first gun owners say ban guns means want ban gun gun banner ! guys want muck argument want ban guns guns ! however statement ! get ban following ! nelson pete shields founder handgun control inc 
0,perhaps jitobear would like write person letter stating supported mothers choice end life could go back time given chance wonder would make sure job finished 
1,happened cases mosquitoes changing development cycles coincide increasingly warmer temperatures fish species enlarging habitats water temperatures rise many species moving north temperature rises 
1,scientist makes bones clashing people want hear correct eventually enough supportive evidence accumulated old theories overthrown problem creationism theory single thread supportive evidence 
1,yet brady campaign violence policy center come handful incidents concealed carry holder assaulted another even incidents opposed countless hundreds thousands concealed carry holders never done anything wrong math speaks lose one well 
1,yes means kind regulations would necessary create effective militia necessarily aimed protecting public safety groups like nra advocate legislation cornell says neither side interested protecting returning original right bear arms 
0,oh wait creationist years life coherent enough understand aspects science understood complex ones know creationist arguments used used darn good creationist debater could almost convince atheists understand enough science refute learned evolution high school could repeat facts believe never argued high school biology teachers becasue know enough argue back cam college took course evolution curious open minded person went class took notes talked prof office hours proofs gave gave reasons  creationist arguments  proof wrong able easily refute argument gave always questioned refuted things book always refuted mine right back better job used undeniable empirical evidence  going give neither time degree  point confused christian talked christians found sites online found creationist debate site asked thought hearing points sides atheist hard core creationist theistic evolution self righteous butt heads came conclusion facts since seen kent hovind speak uh go fact matter belief old evolved earth withstand creationist arguments would say taken classes creation heck yeah take future sure think anything add knowledge fact professor college creationist ever speaks certainly go hear close minded afraid learn something new change opinion look find truth facts knowledge find truth find god instead attempting turn question back actually ask afraid take detailed class evolution taught someone phd could creationism stand answer question even tell whether try find answer choice forget whenever believe something belive someone said find believe make sure 
