22,really ? cuss always see anti choicers seem think pregnant woman invisible means men fetuses right life times women unknown reason seem lose right become pregnant weird 
23,ho hum humanist atheistic babble nothing keep running circles thinking actually getting somewhere 
24,see huge difference methodology science used come sonograms amniocentesis used come evolution sonic imaging amniocentesis theories 
25,actually true perhaps actually educated topic good place start would dalrymple age earth maybe learned dating techniques work look foolish 
26,made declaration suggest read reported consult dictionary 
27,? person right defend spelled constitution would rather year old get beaten death ? maybe feel better suffered fate home invader maryland made mistake breaking entering student house slaughtered sword point trying make anyway ? like year old went killing spree anything nobody got murdered moaning ? 
28,word marilyn people united states order shall right preserve state free races shall achieve end use non lethal weaponry continued survival human beings free state entails personal self defense well right food consumption keeping current government law choose possess non lethal weapon  either upon persons within private homes  obligated store aforementioned weapons plus ammo relating use manner serve protect welfare minor child secure persons right wear bullet proof body armour plus live bullet proof houses well drive bullet proof vehicles umm well think enough make anyone laugh wow love hippies ! loud cough loud cough 
29,think made point people certain degree development takes place 
30,actually intention responding ww sure see actually respond written rather engages lies insults worth effort debunk self debunking 
31,well need doubt like rational also wish believe god need evidence evidence believe god would would need 
32,would opposition making nd rd partial birth abortions illegal exceptions involving life death issues mother ? seems others matters could sorted st trimester complete viable option many abortions would actually prevented ? ? 
33,official website oath keepers oath keepers ? guardians republic anyone point real present danger represent radical dangerous group appears threat american way literature ? fact concern greatly organizations america today would far left would consider organization represents type threat ? thread starter support perceived concern anything web site actually says ? 
34,read carefully information provided would realize people already weapons seem much combat crime probably cause problem solve throwing guns problem seem make much sense 
35,actually valid question plotter asked existence dinosaurs  fit creation schedule ?  good question plotter plotter create planets create stars comets ? gen god said let lights firmament heavens separate day night let signs seasons days years let lights firmament heavens give light upon earth xq stories talking ? 
36,oh get self delusional narrow fundamentalist mentality thought monogamy positive thing ? oh right matter two people loving one another two consensual adults able express love private ceremony love protected law 
37,enough truth statement keep saying false analyze help make point word evolution broad meaning mean atheism since practically weapon atheists combat religious worldview often mean mean used actually means creationism means religion also involves belief authenticity historical documents meticulously preserved thousands years religion secular observed history something evolution person hearing statement consider carefully easy mislead implies evolution  branch declares book genesis false  somehow secular observable truth creationism nothing religion superstition since evolution prove book genesis  ancient history  false creationism historical backing comparable directly conflict problem school teacher make statement made legally questioned anyone yet case read somewhere sticker placed science textbooks advising children study evolution open mind aclu lawsuit ensued likely mislead statement young impressionable school children publicly paid school teachers misleading statements like without full explanation  prohibited courts  get establishment atheism started mean say church state separated atheism state combined maybe government could neutral small u government longer small 
38,like rosie donnel josh sugarmann sarah brady 
39,er answersingenesis reasoning difficulties reading ? seems unable distinguish poster says organization quoting says 
40,private guns completely private personal property could seized man carried weapon required provide service required provide weapon since enrollment inventory requirements specifically ensure every man private rifle shot powder kit fight would seem rather stupid worry infringing peoples right bear arms ? contrast today registration schemes used places like new york provide lists seizure surrender firearms one case law meant insure everybody weapon law determined limit accessibility weapons really see difference ? 
41,wow hope person went directly source check lets review several points  need display current information article almost four years old yet hear anything entire course mr bush presidency george w bush one personally assaulted presidents us history argue whether support every negative thing bush involved people speculate involved dragged number books details info little data past years press loves scandal yet see shy away one juicy true  need display information reputable source clarify flynt larry flynt since seemed leave detail transcript comes bulletin board sources cites places like gwbushnotmypresident com atheist org sure neither websites agenda end post displays anti republican manifesto showing person posted impartiality sure focusing fair balanced  make sure parts source quote contain info harms argument larry flynt bases nearly theory alleged event bush visiting girl hospital abortion ever occur evidence bush knew abortion flynt says 
42,one saw man track million years told read material links lie understand ? best man tracks found removing soil top slab tracks shallow impression middle part tridactyl print mr carl baugh claimed human tracks convinced john morris icr tracks exposed years glen kuban invited john morris back look tracks softer infill since eroded show clearly tridactyl nature tracks others infill changed color exposed river water outline entire track vivible stone john morris agrees track river made human amazed went visit river go inside park headquarters nice display explains history also signs various points access river signs information paid attention none said original post heel marks clear arches many instances toes true see river maybe stopped mr carl baugh creation evidence museum saw carved footprint cast pleurocoelus print imagines sees human track gives lovely ad hoc explanation person slipped toes turned think maybe forgot hat day went glen rose hot texas delusions saw claim river 
43,man seemed thing prostitutes believe felt god given destiny punish cybererratus interesting persona manifests number interesting character traits believe likes women much fact rather concerned cybererratus feels women andrea yates certifiably insane killing children nothing post partum depression punished serving life prison mr ridgway also find comparisons cybererratus makes morally troubling 
44,oh good grief newbies forum honestly many times think heard exodus numbers quote forum given post count join date ? search exodus one easy see wrong numbers quote nothing valuable god like saying counting people age years old means everyone person 
45,blah blah looked something adds nothing 
46,first rape one reported crimes makes sense abortion due rape incest also reported makes assumptions numbers course missing whole point one raped choice need making choices telling good emotional health one gets raped want pregnant tell ? abortion legal everybody wants one rape incest victims simple reason human right substain life using body another fetus rights actual persons ? 
47,yes absurd things subject god creator nothing exists exist subject god god perfect everything god perfectly evil either analogy flawed try 
48,know obama biden bad history voting agains law abiding gun owners given gun ban bill sign almost certainly sign 
49,sacred type information produced randomly ? 
50,good pick also know heat generated reactors called nuclear fission heavenly gift allow us god given right toasters ipods scientists funny foreign names likely non christian terrorists hate freedom anyway nucular physics stuff another religion 
51,awesome showing direct evidence natural selection action  crab resistors vs crab avoiders  witnessing speciation direct result totally cool 
52,given number scientists one might assume least one would confuse science religion seems according aig actually really commend aig list dr kent hovind dr carl baugh dr patton however aig list thomas barnes highest earned degree ms physics sc honorary undergraduate christian university clifford burdick degree non university  described mimeographed bulletin university physical sciences burdick claimed degree university educational institution society individuals common interest advancement physical science campus professors tuition fee  harold slusher honorary degree bible college man graduate science department addition degree columbia pacific university non accredited correspondence school promises degree less year note clifford burdick listed list deceased scientists believed creator presume rest scientists listed aig actually phds aig claims listed invite compare list steve list scientists named steve accept evolution correct explanation observed diversity life name steve  variations thereof  comprises population percentage qualified scientists name far norm steve list initially composed scientists phd degrees biology geology paleontology related scientific field however also scientists fields cosmology astrophysics signatories well fields interest evolutionary theory example stephen hawking signed steve list invite find bogus inappropriate degrees steve list sure ncse would appreciative efforts hopefully difficult time identifying bogus degrees oh yes experience creationist scientists always creationist long scientists hand lots scientists creationists became scientists many polls shown educated person becomes less likely creationist 
53,sometimes pregancy means death time allowed make distinction since brought must treat every pregnancy life threatening ? 
54,liberals ? http www republicansforchoice com last time checked abortion clear cut partisan issue way implied act like either expected common conservatives intolerant racists homophobes sexists oh well thanks playing knee jerk partisan card us always crowd pleaser next tell us liberals big laser cannon moon used vaporize decency morality america force year old children watching brokeback mountain public schools secret base dastardly liberals ! 
55,think even court knows fourteenth well crafted least terms forsight however ratified court really choice try work legal landscape certainly state power needed curtailed stop institutions slavery think restructuring entire constitution works right move 
56,use pepper spray legal carrying person years age older examples misuse include spraying people anger joke possession prohibited persons minors drug addicts persons convicted felonies know got watching reality tv show  dvr quit  court files ca jury sentenced teenage girl years hard time stabbing year old man tried rape assuming true  could due fact reality tv  jury sleep night ? defense proved man often made violent sexual advances women year old girl inherently violent convicted second degree murder sentenced maximum possible amount time seriously one f cked state even believe something like would happen day age 
57,one definition creation many make mistake making assumption want argue argue want  non exhaustive list  seehttp www crystalinks com creation htmlyou simply picked one model treated one constructed  thus false  argument 
58,question question said believed sort answered people spouting second ammendment reason guns also defending right nuclear bomb 
59,except possible exception couple evangelistic atheists design argument creationist side pretty old first stated william paley darwin respected paley thought arguments beautiful actually started looking reality  darwin also lived rooms christ college cambridge paley  argument design presented proof god intelligent designer want pretend intelligent design creationism ins creationism argument side flawed design therefore proof evolutionary biologists assert god evidence nature one science naturalistic even scientists  others  philosophical naturalists science work way methodological naturalism simply tools science examine quantify supernatural sounds silly claim scientists wrong fail consider supernatural naturalism 
60,willing give shot except bring right life use god want 
61,think nailed ! also think willing give relationship religion could border addiction faith  personally rhetorically  
62,yes complete fraud ? 
63,people believe ones keep saying teaching alternative lifestyles btw woodhaven neck woods everyone michigan guns especially criminals 
64,yes byzantines catholic rite catholic church divided rites seven believe roman course largest byzantine catholics eastern catholic rite said almost identicle orthodox churches except acknowledge pope head church east west website regarding churches catholic church especially east real quick orthodox acknowledge pope successor peter head church correct ? 
65,selfish whether buddy jp like think look actual reality rather fantasy world another opinion hinted another factor fact around end second trimester believe foetus person something made choice abort much easier women whose religions brainwashed worship holy fertilized egg 
66,saying friends deserve live morals ? hope blame parents kids lack judgement really excuse sure many good families raised criminals one things mark maturity blaming parents downfalls saying person unloved youth would better shot life ? please consider mom dad abortion appointment set unwanted think right life ? better served able give life go ? sister divorced  lack better word  parents saying treated poor better ? lousy beginning life mean person whole life worthless unhappy nice day heidi 
67,midwest large numbers diehard black democrats voted kerry gay marriage truly cross issue transcended party politics 
68,actually suppose pointless ask someone would speak god tell know 
69,actually reported real results study regular church attendees twice likely vote republican etc conclusion however meant joke got 
70,emoticon xbouncer yahooooooo ! ! ! ! ! ! ! 
71,finally someone answered question thanks thought might government government attempt ? think democratic nations citizens less armed ? think danger american government ? 
72,? articles books link ultimate authority cause crime ? 
73,believe ban religious speech defame gays ban religion together public nuisance protect public drug like effects understand however restrict others freedom speech one group today might mean freedom speech could restricted tomorrow right free speech even free speech anyone else diagrees mean think take responsiblity speech freedom comes responsiblity law suit pain suffering think oh many law suits plan freedom religion religious speech comes responsiblity case sets precedent find religious speech hurtfull actions religious groups trying fight gay people marriage gay rights could sue pain suffering god bless fred phelps giving fundies religion black eye  fred phelps one best things ever could happen gay rights go fred 
74,insulting oh poor dears much considering action disagree must thinking clearly say thinking clearly ? give bassman polite best veiled misogynist ever encountered nearly fooled 
75,population european union 
76,unlike california amendments iowa must pass legislature first  simple majority  going voters know little iowa legislature seems brainer populace vote considering previous votes current polls subject iowa rule lend polls little credence doma passed wide majority doubt things changed enough cover gap lot traditional values religious folks iowa 
77,true logical fallacy evolutionary theory makes claims able recount every mutation recombination migration random mating chance death every organsim evidence evolution beyond dispute degreed biologists accept evolutionary theory best explanation observed data 
78,well make sense given one would expect understand environmental pressures mutations even understand erosion would expect someone understand quantum physics could even understand force ? therefore u predicts one understand basic things understand complex u 
79,actually mormon seminaries grounds although may adjacent privately owned piece property would unconstitutional seminaries property owned school district children go seminary released time found constitutional  although see  pertinent decisions religious instruction schools mccollum v board education  u  zorach v clauson  u  mccollum found religious instruction school property unconstitutional zorach found accommodating religious instruction releasing students school purpose 
80,quite clear decades effort religious right conservative republicans like made gay rights poisoned topic tragedy saying right thing issue cost votes gain everyone knows one going politics democrats whole want right thing know say loudly position anything forced moderate public stances get positions actually take action course generalization talking political party whole unavoidable generally speaking dems trumpet gay rights know many votes cost thus prevent actually working gays rights reps trumpet gay right support gay rights common political wisdom want show apply specific individual need make case individual 
81,think problem people believe gun control gun control one step closer total surrender guns belief every time someone calls repeal gun control laws opposes new gun control laws fuels anti gun extremists call total ban guns make enforce common sense gun control laws sides agree neither side ever stop buy back ever proposed america guns would sold guns banned together law abiding people give guns anyone unfortunately become criminal 
82,take questions  one time  thread 
83,see reason take tone wonder would uncomfortable folks like ability blast anyone might annoy learn manners ? 
84,believe microevolution reasonably disputed macroevolution however replete huge gaping holes disingenuousness outright fraudi provided links order prevent post taking plethora space would require deserves anyway problems way evolution taught origin life textbooks claim miller urey experiment shows life building blocks may formed early earth conditions early earth probably nothing like used experiment evolution way explains origin life ? read moredarwin tree life textbooks discuss cambrian explosion major animal groups appear together fossil record fully formed instead branching common ancestor thus contradicting evolutionary tree life ? read homology textbooks define homology similarity due common ancestry claim evidence common ancestry circular argument masquerading scientific evidence ? read vertebrate embryos textbooks use drawings similarities vertebrate embryos evidence common ancestry even though biologists known century vertebrate embryos similar early stages drawings faked ? read morearchaeopteryx textbooks portray fossil missing link dinosaurs modern birds even though modern birds probably descended supposed ancestors appear millions years ? read peppered moths textbooks use pictures peppered moths camouflaged tree trunks evidence natural selection biologists known since moths normally rest tree trunks pictures staged ? read darwin finches textbooks claim beak changes galapagos finches severe drought explain origin species natural selection even though changes reversed drought ended net evolution occurred ? mutant fruit flies textbooks use fruit flies extra pair wings evidence dna mutations supply raw materials evolution even though extra wings muscles disabled mutants survive outside laboratory ? human origins artists drawings ape like humans used justify materialistic claims animals existence mere accident fossil experts even agree supposed ancestors looked like ? read evolution fact ? told darwin theory evolution scientific fact even though many claims based misrepresentations facts ? read morethere many even get started horse toes 
85,think god ? bad design equate design really poor argument much force darwin arguments deal bad design invite anyone post darwin arguments specifically outline case design bad design said consider car said operate fuel efficiency one could claim car bad design therefore designed certainly anyone intelligence audio cd reed solomon error correction read write process full errors need correcting cleary bad design engineers would create read write heads make many errors first place modems host devices clearly remote chance bad designs evidence design designers must clueless ! poorly designed dramas villains heroes clearly drama  even divine drama  poorly designed villains story characters pollyanna great tragedies road happy ending life divine drama like cd cars clearly designed least designed anyone intelligence bad design woven designs reason audio cd many read write errors corrected reed solomon error correction  somewhat like us reading someone writing mentally correcting spelling grammar errors  optimal way get much data cd possible tightest packing data implies highest amount errors based shannon capacity theorem mp jpegs even error prone inexact representations original sound picture goal fidelity compactness similar consideration inefficiency cars goal higher acceleration agility cost etc fuel efficiency point bad design grand scheme things might bad design high rate sickness death eventual death universe predicted nd law thermodynamics evidences designer unwise many errors read write process audio cd suggests engineers devices incompetent origin species chapter another equally curious branch present subject namely comparison part different members class different parts organs individual physiologists believe bones skull homologous correspond number relative connexion elemental parts certain number vertebrae anterior posterior limbs member vertebrate articulate classes plainly homologous see law comparing wonderfully complex jaws legs crustaceans familiar almost every one flower relative position sepals petals stamens pistils well intimate structure intelligible view consist metamorphosed leaves arranged spire monstrous plants often get direct evidence possibility one organ transformed another actually see embryonic crustaceans many animals flowers organs mature become extremely different early stage growth exactly alike inexplicable facts ordinary view creation ! brain enclosed box composed numerous extraordinarily shaped pieces bone ? owen remarked benefit derived yielding separate pieces act parturition mammals means explain construction skulls birds similar bones created formation wing leg bat used totally different purposes ? one crustacean extremely complex mouth formed many parts consequently always fewer legs conversely many legs simpler mouths ? sepals petals stamens pistils individual flower though fitted widely different purposes constructed pattern ? theory natural selection satisfactorily answer questions homology pre darwinian idea term coined owen rather despised darwin ideas darwin tries argue designer would use function says homology evidence unwise design premise creator inefficient unless one handle teleological goal one free fabricate manner bad design arguments  example read write errors audio cd fuel inefficient cars  biotic message theory suggest teleological goal biotic reality communicate humans one designer author life life could evolved like great novel imperfections biology part larger plot turning darwin argument homology concept crisis 
86,sorry establishment clause first amendment try 
87,foolish clergymen work ? take something serious supposed holy word god say ? mean cant take something simple said genesis beleive xxxx would people beleive anything else bible say ? falsehood trusted ? creation adam eve noah ark serve form capable transmitting truths generation generation absolutly ridiculous stop ? continue say story jesus jsut way man relate god ? oh continues doesnt ? yes ! nothing bible beleived unless beleived whole torn apart pick choose parts religion fits needs simply must nothing otherwise wasting time 
88,well frame question quote pose like quite know respond short saying law thermodynamics applies human behavior int sense cause effect allowed effected society way 
89,neener neener time go playground yet ? 
90,government ? clinicians made clinical decision hid behind non mandatory guideline set senior clinicians expert field assuming woman detailed recall stressful series events accurate perhaps god way telling unmarried mother five previous miscarriages still getting message 
91,guess would definitely consider weed addict although addiction psychological physical smoke weed time stop week get really pissy irritable regular pot smoker sits around justifying cuz like nothing complicated 
92,actually trouble concept could wise choice certain situations trouble gwb making choice everyone 
93,! dealth penalty nothing help society ! killing person matter reason still murder justified ? killing person murdered someone thing punishing plus u wrong ? u put innocent person death ? ? 
94,think people like paul helmke think supreme court rulings constitutionality gun control laws win win situations side realizes individual rights interpretation ruling states bound second amendment could still leave door open plenty gun control 
95,actually great deal question even passage issue continues amaze little distinguish scriptural point view view scripture 
96,first place unclear harm done even granting fetus dies clear situation analogous abortion intentions man even importantly pregnant woman completely different 
97,safe lest say million approved nics checks also know  people  seek concealed weapons permits know states allowing people possess handgun licenses people states carrying ! know states kind concealed carry laws crime united states volume rate per inhabitants – 
98,supposed logical fallacy oft repeated lure unsuspecting readers conclusion without factual evidence similar claim stricter gun laws prevent suicides know false japan history statistics also know criminologist sociologists method substitution nothing prevent suicides fact kanada suicides increased stricter gun laws another failed experiment hint developed nations misleading presentation try lure reader thinking gun control exists developed nations superiority people inhabit tell star gazer list undeveloped nations would say nation barbaric undeveloped  least demonstrate uneducated  
99,believe jo bennett stated keynesianism essentially repudiation free market possibly see keyneisanism theory free market 
100,schumer bonafide xxxxx many senate failingly tried draw alito exposing would rule abortion presented case alito far intelligent logically trapped buffoon shumer also plain see interrupts supposes response indeed make sense flailings 
101,atheism need facts ? claims complete knowledge evolution need facts ? answer argue religion ? miller explain 
102,theistic evolutionists extreme contradiction mean either faith bible true word god see pick choose care believe bible one believe miracle jesus birth resurrection yet believe adam eve real people ? find contradiction somehow believe god great enough create universe yet somehow needed billions years god powerful words needed world proof god powerful beauty complexity staggering  dna human body stretched would circle moon times !  http www ba education demon co uk ience dna html 
103,woman made bear children mean god given right abort child think support view god word theo 
104,! conception person human living things belong species foetus living thing reason foetus must belong species species human fingernail dead considered living human develop human sperm half chromosomes human unique human key element cut nail dna nail replicated living persons nail foetus destroyed replicated unique dna destroyed never see earth individual gone forever howver man nail clipped still alive 
105,actually reported real results study regular church attendees twice likely vote republican etc conclusion however meant joke got 
106,common sense laws  instant background checks waiting period  central database gun owners  gun buy backs  gun confiscations  gun ownership felons  gun ownership insane  gun ownership family violence offenders  increased budget law enforcement firearm laws  increased budget law enforcement gun control bill congress 
107,failed explain exactly heller blank check endorsement schemes gun rationing explain exactly judges ruling second amendment truly individual right dc ban handgun ownership trigger lock requirements unconstitutional would way suggest one gun month laws pass constitutional muster furthermore reconcile effects gun rationing fact laws make absolutely impossible catch gun traffickers act ? give us straight answers leave debate ! 
108,got punished good thing led law changed someone thought drunk driving unrighteous law got punished think see much sympathy many states probably true abortion unrighteous anyway ? disagree 
109,oh know could something course applying kurtz logic situations could explain modern day mysteries example colson article thirty years going prisons across america wonderful opportunity share christ also depressing watch prison population explode time left prison thirty years ago inmatesâ—now million america clearly years visiting prisons caused explosion prison population maybe bible thumping ahem 
110,guess ask think less evolved chimpanzee gone exinct ? happened common ancestor chimpanzees reason divided least two populations come contact much one population evolved modern chimpanzee  forest animal  modern humans  savannah animal  
111,still yet provide one gun control means lives saved gun control means self preservation 
112,course battle already lost creationism religion taught science class even called creation science data distorted mininterpreted recent attempt creationists kansas state board  yes yecs  eliminate requirements teach evolution references old earth curriculum standards 
113,
114,ignorant dishonest ever claimed ? 
115,foolishly looking forward going see anything besides standard baloney silly  yes still alive incredibly busy really hardly time even check  
116,like always liked line evidence always forget fog war http members aol com darrwin vestigial htm babies 
117,relevance ? care tell many inorganic reactions occur every second every cubic meter soil planet ? going typical creationist always change subject ? still like answer post relevant darn republican asinine assertions creationist 
118,itâ ’ responsibility ease job requirements underachiever reap rewards achiever thatâ ’ idea equality 
119,actually data point perfectly meaningless none information  conclusions  presented talk require made change conclusions ? failure recognize non sequitur data tidbits usually indicative argument includes errors 
120,actually statement bolded puts cornell squarely collective rights catagory nd clearly states supreme court reaffirmed rkba individual right merry christmas 
121,inheritance ? proverbs feareth commandment shall rewarded law wise fountain life good understanding giveth favor every prudent man dealeth knowledge faithful ambassador health regardeth reproof shall honoured desire accomplished sweet soul walketh wise men shall wise righteous good shall paid inheritance good man leave children children ? solomon talking money god law solomon view wicked money true reward goes righteous contrast selling luxuries giving poor sure 
122,offered make assertion offered show god values life unborn demand man responsible causing death womb held accountable paying ultimate price 
123,brinks plays people fears sell security systems even work insurance companies play people fears sell policies 
124,legal question involving whether negligence  sp  really sue amounts money might get future could sue lost pay job medicial procedures ya know  really know question 
125,making entirely unsooprted assumption see better everybody else somehow smug views better worse tailess monkeys walked jungle many millions years ago particularly enlightenend likely become 
126,think someone deserves beaten unconsciousness bat trying steal tv ? 
127,wow bent harping creationists arguments whatever cost first even considering majority people misinformed evolution creationist motives go dictionary definitions 
128,say would unjust unfair force metaphysical belief systems constitute religious belief upon follows may believe otherwise get pregnant treat fetus full person wish nobody force abort let others follow beliefs differing otherwise attempt obtain justice injustice mo 
129,examples restrictive gun laws south africa ? people south africa think gun laws strict enough one previous posts seem determined use south africa evidence outlawing guns work gun ownership still legal 
130,well actually find funny even though male  least think ?  probably joke know like stereo typical male laugh ps unique humble would never brag bulging muscles manhood amazing intellect 
131,puritans always getting knickers twist someone somewhere might good time wrong recreational sex ? get mean get rain people parades 
132,oh betting usage go temporarily legalized know several people would smoking illegal employers would likely counter testing employees applicants users would probably smoke often places would become chain smoker ! lol 
133,egyptians skimming book last night called myths bible  iirc  explained creation myth genesis  many myths bible  modified form egyptian  possibly bablylonian etc remember  mythologies 
134,directly blame us would screaming right instigated financed something crazies take parties corruption rampant look anything like country guess doc grew train investigators law abiding cause trust even ! thing say sarge beam scotty ! everything sure bazaar 
135,problem fundamentalism problem one creating parody ? apparently creation parodies fundamentalism large part atheism emoticon confused 
136,well feel get involved war mongering  odd say majority people us already forgotten 
137,wow amazing turns bible includes conterdictions surprise proven almost anything find passage bible support 
138,god chinese government ? crim 
139,dsadevil argument ignored seems pro gunners habit ignoring arguments support agenda also happened forum subject fatty foods 
140,nothing unfounded assertion evidence wishing hoping pathetic would funny 
141,hey ! let murder hanicapped people ! health deteriorate probably die pain later let rip limbs without knowing ! eh ? sounds good ? 
142,best jokes often ones touch truth least desire however small part scientific community modernize religious beliefs link post quotes methodist guy saying conflict religion science yet said issue confronted keep young people leaving church could scientific education establishment teaching young people conflict ? first fully formed people adam eve actually exist ? could conflict 
143,actually fail understand point actually presented rational evidence support view fact quite comical funny brainwashed willing accept new data clings dogmatic mythology open minded quote sun setting toe quote claim decades 
144,actually humorous coming absolutely concept spiritual extra dimension reality means words antonia epitome self deceit lie oneself define darkness great lie represent completely 
145,statements ? referring prophesies mentioned consider could write prophesy today something happen tomorrow tomorrow could either act wrote previous day order fulfill prophesy could write description fulfilling particular prophecy pass actually fulfilling prophesy manner probability fulfilling prophecy made happen 
146,well first hebrews christians secondly scripture say raped says keep could mean rape however pretty sure moses intention also hebrews considered impure lie non hebrew women men sexual immorality going small however mean justified right 
147,actually data point perfectly meaningless none information  conclusions  presented talk require made change conclusions ? failure recognize non sequitur data tidbits usually indicative argument includes errors 
148,think said paid badly say country usa uk ? noticed provide link claim doctors pay uk looked hard conceive average higher one samples highest paid uk appear year veterans making gbp updated  today doubt april fool joke  http www payscale com research uk doctors salarydo another source justifies exageration ? emoticonxrolleyes notice third bar chart page uk physicians private practice make gbp appears government doctors make lot less  gbp state local gbp federal  back ? 
149,women die giving birth women forced viewing ultrasound choosing go ahead guilt choice ? also studies shown denied abortion causes long term psychological effects women compared women experiencing short term psychological effects gone abortion curious physical effects mention ? quote site bother quoting biased pro life one 
150,really think 
151,true like mormon church plan going another protest santa monica pier tomorrow 
152,deliberate acts fabrication produce false fradulent claims others said cited posts imply anything sort claimed thought fact cited refute claims 
153,mentioned sex marriage may benefits outweigh abnormal nature must point even consider abnormal reason suggest abnormal somehow bad free equal society abnormal deserves rights privleges thet normal receives benefits exist allowing sex marriage weighed abnormality quote concept equality lot easier conceptualize put practice society preach equality principle practice inequality aspects lives mentioned tax code great example institutionalized inequality businesses practice institutionalized inequality daily example considered employer hci  highly compensated individual  result pay much higher rate healthcare coverage fellow employees get fair ? guess get older worry less abstract concepts sound good theory exist practice quote well argue never truly equal argue equality answer everything argue equality worth striving equality exist practice ingrained mindset forget compare us law laws europe revolution europe existed classes nobles extra rights law well kings royalty even rights went higher class get political power america one vote equal ability participate government true use vote choose someone make decisions us government ability participate government set new precedent equality consider even slaves women rights cases equality theory practice admit simply make everyone equal every way best give equal rights equal represenation case sex marriage think reason extend rights opposite sex couples sex couples  plenty reasons  
154,ok say mistake wrong assuming agree arguments virtue posted quotes without rebutting stated ? 
155,? ? ? happened recently maryland 
156,? mean ? talking different sciences per se question ? 
157,oh well apparently want talk molecular chemistry whereas hoping discuss organismic evolution bad good luck anyone wants debate topic interest 
158,nra gave rating project vote smart national rifle association political victory fund rating voted castle doctrine soles supported wider self defense law newsobserver com projects anti gun hypocrite somebuddy splain pleaze 
159,accept apology appreciation sorry jumped gun perhaps suspicious adjust attitude 
160,everything basically held captive hostile natives set barricades checkpoints around property live decide get come go police decided abandon rather come aid canada laws make defense firearm either impractical right illegal depending life 
161,good cause defined putting money pockets friends bush dynasty registering gays dc going lot worthy programs hand tearing country one hand rebuilding paying ones armaments enemy manages job nicely right people come ahead since hire cheap servants want 
162,translation closed brain got nothing 
163,serious concerns research done lott lott unable provide evidence back claim defensive gun uses involve firing weapon questioned lott changed story several times got statistic validity statistics book also question control factors poverty drug use david mustard co author lott study admitted oath klein v mustard study left certain variables relevant crime rate gary kleck pro gun advocate researcher commented likely declines crime coinciding relaxation carry laws largely attributable factors controlled lott mustard analysis  targeting guns p  case lott may strong case bellesiles enough questions raised lott book would wise refrain relying much research http www amazon com exec obidos tg stomer reviews 
